hs22	30000000	37499999	fill_color=(121,74,141)
hs22	37500000	44999999	fill_color=(121,74,141)
hs22	45000000	52499999	fill_color=(121,74,141)
hs11	0	7499999	fill_color=(128,193,95)
hs11	7500000	14999999	fill_color=(128,193,95)
hs11	15000000	22499999	fill_color=(128,193,95)
hs11	22500000	29999999	fill_color=(128,193,95)
hs11	30000000	37499999	fill_color=(128,193,95)
hs11	37500000	44999999	fill_color=(128,193,95)
hs11	45000000	52499999	fill_color=(128,193,95)
hs11	52500000	59999999	fill_color=(128,193,95)
hs11	60000000	67499999	fill_color=(128,193,95)
hs11	67500000	74999999	fill_color=(128,193,95)
hs11	75000000	82499999	fill_color=(128,193,95)
hs11	82500000	89999999	fill_color=(128,193,95)
hs11	90000000	97499999	fill_color=(128,193,95)
hs11	97500000	104999999	fill_color=(128,193,95)
hs11	105000000	112499999	fill_color=(128,193,95)
hs11	112500000	119999999	fill_color=(128,193,95)
hs11	120000000	127499999	fill_color=(128,193,95)
hs11	127500000	134999999	fill_color=(128,193,95)
hs11	135000000	142499999	fill_color=(128,193,95)
hs10	0	7499999	fill_color=(139,198,61)
hs10	7500000	14999999	fill_color=(139,198,61)
hs10	15000000	22499999	fill_color=(139,198,61)
hs10	22500000	29999999	fill_color=(139,198,61)
hs10	30000000	37499999	fill_color=(139,198,61)
hs10	37500000	44999999	fill_color=(139,198,61)
hs10	45000000	52499999	fill_color=(139,198,61)
hs10	52500000	59999999	fill_color=(139,198,61)
hs10	60000000	67499999	fill_color=(139,198,61)
hs10	67500000	74999999	fill_color=(139,198,61)
hs10	75000000	82499999	fill_color=(139,198,61)
hs10	82500000	89999999	fill_color=(139,198,61)
hs10	90000000	97499999	fill_color=(139,198,61)
hs10	97500000	104999999	fill_color=(139,198,61)
hs10	105000000	112499999	fill_color=(139,198,61)
hs10	112500000	119999999	fill_color=(139,198,61)
hs10	120000000	127499999	fill_color=(139,198,61)
hs10	127500000	134999999	fill_color=(139,198,61)
hs10	135000000	142499999	fill_color=(139,198,61)
hs7	0	7499999	fill_color=(195,215,57)
hs7	7500000	14999999	fill_color=(195,215,57)
hs7	15000000	22499999	fill_color=(195,215,57)
hs7	22500000	29999999	fill_color=(195,215,57)
hs7	30000000	37499999	fill_color=(195,215,57)
hs7	37500000	44999999	fill_color=(195,215,57)
hs7	45000000	52499999	fill_color=(195,215,57)
hs7	52500000	59999999	fill_color=(195,215,57)
hs7	60000000	67499999	fill_color=(195,215,57)
hs7	67500000	74999999	fill_color=(195,215,57)
hs7	75000000	82499999	fill_color=(195,215,57)
hs7	82500000	89999999	fill_color=(195,215,57)
hs7	90000000	97499999	fill_color=(195,215,57)
hs7	97500000	104999999	fill_color=(195,215,57)
hs7	105000000	112499999	fill_color=(195,215,57)
hs7	112500000	119999999	fill_color=(195,215,57)
hs7	120000000	127499999	fill_color=(195,215,57)
hs7	127500000	134999999	fill_color=(195,215,57)
hs7	135000000	142499999	fill_color=(195,215,57)
hs7	142500000	149999999	fill_color=(195,215,57)
hs7	150000000	157499999	fill_color=(195,215,57)
hs7	157500000	164999999	fill_color=(195,215,57)
hs20	0	7499999	fill_color=(98,70,156)
hs20	7500000	14999999	fill_color=(98,70,156)
hs20	15000000	22499999	fill_color=(98,70,156)
hs20	22500000	29999999	fill_color=(98,70,156)
hs20	30000000	37499999	fill_color=(98,70,156)
hs20	37500000	44999999	fill_color=(98,70,156)
hs20	45000000	52499999	fill_color=(98,70,156)
hs20	52500000	59999999	fill_color=(98,70,156)
hs20	60000000	67499999	fill_color=(98,70,156)
hs16	0	7499999	fill_color=(36,170,224)
hs16	7500000	14999999	fill_color=(36,170,224)
hs16	15000000	22499999	fill_color=(36,170,224)
hs16	22500000	29999999	fill_color=(36,170,224)
hs16	30000000	37499999	fill_color=(36,170,224)
hs16	37500000	44999999	fill_color=(36,170,224)
hs16	45000000	52499999	fill_color=(36,170,224)
hs16	52500000	59999999	fill_color=(36,170,224)
hs16	60000000	67499999	fill_color=(36,170,224)
hs16	67500000	74999999	fill_color=(36,170,224)
hs16	75000000	82499999	fill_color=(36,170,224)
hs16	82500000	89999999	fill_color=(36,170,224)
hs16	90000000	97499999	fill_color=(36,170,224)
hs4	0	7499999	fill_color=(233,212,56)
hs4	7500000	14999999	fill_color=(233,212,56)
hs4	15000000	22499999	fill_color=(233,212,56)
hs4	22500000	29999999	fill_color=(233,212,56)
hs4	30000000	37499999	fill_color=(233,212,56)
hs4	37500000	44999999	fill_color=(233,212,56)
hs4	45000000	52499999	fill_color=(233,212,56)
hs4	52500000	59999999	fill_color=(233,212,56)
hs4	60000000	67499999	fill_color=(233,212,56)
hs4	67500000	74999999	fill_color=(233,212,56)
hs4	75000000	82499999	fill_color=(233,212,56)
hs4	82500000	89999999	fill_color=(233,212,56)
hs4	90000000	97499999	fill_color=(233,212,56)
hs4	97500000	104999999	fill_color=(233,212,56)
hs4	105000000	112499999	fill_color=(233,212,56)
hs4	112500000	119999999	fill_color=(233,212,56)
hs4	120000000	127499999	fill_color=(233,212,56)
hs4	127500000	134999999	fill_color=(233,212,56)
hs4	135000000	142499999	fill_color=(233,212,56)
hs4	142500000	149999999	fill_color=(233,212,56)
hs4	150000000	157499999	fill_color=(233,212,56)
hs4	157500000	164999999	fill_color=(233,212,56)
hs4	165000000	172499999	fill_color=(233,212,56)
hs4	172500000	179999999	fill_color=(233,212,56)
hs4	180000000	187499999	fill_color=(233,212,56)
hs4	187500000	194999999	fill_color=(233,212,56)
hs18	0	7499999	fill_color=(85,111,180)
hs18	7500000	14999999	fill_color=(85,111,180)
hs18	15000000	22499999	fill_color=(85,111,180)
hs18	22500000	29999999	fill_color=(85,111,180)
hs18	30000000	37499999	fill_color=(85,111,180)
hs18	37500000	44999999	fill_color=(85,111,180)
hs18	45000000	52499999	fill_color=(85,111,180)
hs18	52500000	59999999	fill_color=(85,111,180)
hs18	60000000	67499999	fill_color=(85,111,180)
hs18	67500000	74999999	fill_color=(85,111,180)
hs18	75000000	82499999	fill_color=(85,111,180)
hs13	0	7499999	fill_color=(102,183,152)
hs13	7500000	14999999	fill_color=(102,183,152)
hs13	15000000	22499999	fill_color=(102,183,152)
hs13	22500000	29999999	fill_color=(102,183,152)
hs13	30000000	37499999	fill_color=(102,183,152)
hs13	37500000	44999999	fill_color=(102,183,152)
hs13	45000000	52499999	fill_color=(102,183,152)
hs13	52500000	59999999	fill_color=(102,183,152)
hs13	60000000	67499999	fill_color=(102,183,152)
hs13	67500000	74999999	fill_color=(102,183,152)
hs13	75000000	82499999	fill_color=(102,183,152)
hs13	82500000	89999999	fill_color=(102,183,152)
hs13	90000000	97499999	fill_color=(102,183,152)
hs13	97500000	104999999	fill_color=(102,183,152)
hs13	105000000	112499999	fill_color=(102,183,152)
hs13	112500000	119999999	fill_color=(102,183,152)
hs3	0	7499999	fill_color=(216,196,96)
hs3	7500000	14999999	fill_color=(216,196,96)
hs3	15000000	22499999	fill_color=(216,196,96)
hs3	22500000	29999999	fill_color=(216,196,96)
hs3	30000000	37499999	fill_color=(216,196,96)
hs3	37500000	44999999	fill_color=(216,196,96)
hs3	45000000	52499999	fill_color=(216,196,96)
hs3	52500000	59999999	fill_color=(216,196,96)
hs3	60000000	67499999	fill_color=(216,196,96)
hs3	67500000	74999999	fill_color=(216,196,96)
hs3	75000000	82499999	fill_color=(216,196,96)
hs3	82500000	89999999	fill_color=(216,196,96)
hs3	90000000	97499999	fill_color=(216,196,96)
hs3	97500000	104999999	fill_color=(216,196,96)
hs3	105000000	112499999	fill_color=(216,196,96)
hs3	112500000	119999999	fill_color=(216,196,96)
hs3	120000000	127499999	fill_color=(216,196,96)
hs3	127500000	134999999	fill_color=(216,196,96)
hs3	135000000	142499999	fill_color=(216,196,96)
hs3	142500000	149999999	fill_color=(216,196,96)
hs3	150000000	157499999	fill_color=(216,196,96)
hs3	157500000	164999999	fill_color=(216,196,96)
hs3	165000000	172499999	fill_color=(216,196,96)
hs3	172500000	179999999	fill_color=(216,196,96)
hs3	180000000	187499999	fill_color=(216,196,96)
hs3	187500000	194999999	fill_color=(216,196,96)
hs3	195000000	202499999	fill_color=(216,196,96)
hs9	0	7499999	fill_color=(160,204,61)
hs9	7500000	14999999	fill_color=(160,204,61)
hs9	15000000	22499999	fill_color=(160,204,61)
hs9	22500000	29999999	fill_color=(160,204,61)
hs9	30000000	37499999	fill_color=(160,204,61)
hs9	37500000	44999999	fill_color=(160,204,61)
hs9	45000000	52499999	fill_color=(160,204,61)
hs9	52500000	59999999	fill_color=(160,204,61)
hs9	60000000	67499999	fill_color=(160,204,61)
hs9	67500000	74999999	fill_color=(160,204,61)
hs9	75000000	82499999	fill_color=(160,204,61)
hs9	82500000	89999999	fill_color=(160,204,61)
hs9	90000000	97499999	fill_color=(160,204,61)
hs9	97500000	104999999	fill_color=(160,204,61)
hs9	105000000	112499999	fill_color=(160,204,61)
hs9	112500000	119999999	fill_color=(160,204,61)
hs9	120000000	127499999	fill_color=(160,204,61)
hs9	127500000	134999999	fill_color=(160,204,61)
hs9	135000000	142499999	fill_color=(160,204,61)
hs15	0	7499999	fill_color=(61,174,199)
hs15	7500000	14999999	fill_color=(61,174,199)
hs15	15000000	22499999	fill_color=(61,174,199)
hs15	22500000	29999999	fill_color=(61,174,199)
hs15	30000000	37499999	fill_color=(61,174,199)
hs15	37500000	44999999	fill_color=(61,174,199)
hs15	45000000	52499999	fill_color=(61,174,199)
hs15	52500000	59999999	fill_color=(61,174,199)
hs15	60000000	67499999	fill_color=(61,174,199)
hs15	67500000	74999999	fill_color=(61,174,199)
hs15	75000000	82499999	fill_color=(61,174,199)
hs15	82500000	89999999	fill_color=(61,174,199)
hs15	90000000	97499999	fill_color=(61,174,199)
hs15	97500000	104999999	fill_color=(61,174,199)
hs5	0	7499999	fill_color=(229,229,50)
hs5	7500000	14999999	fill_color=(229,229,50)
hs5	15000000	22499999	fill_color=(229,229,50)
hs5	22500000	29999999	fill_color=(229,229,50)
hs5	30000000	37499999	fill_color=(229,229,50)
hs5	37500000	44999999	fill_color=(229,229,50)
hs5	45000000	52499999	fill_color=(229,229,50)
hs5	52500000	59999999	fill_color=(229,229,50)
hs5	60000000	67499999	fill_color=(229,229,50)
hs5	67500000	74999999	fill_color=(229,229,50)
hs5	75000000	82499999	fill_color=(229,229,50)
hs5	82500000	89999999	fill_color=(229,229,50)
hs5	90000000	97499999	fill_color=(229,229,50)
hs5	97500000	104999999	fill_color=(229,229,50)
hs5	105000000	112499999	fill_color=(229,229,50)
hs5	112500000	119999999	fill_color=(229,229,50)
hs5	120000000	127499999	fill_color=(229,229,50)
hs5	127500000	134999999	fill_color=(229,229,50)
hs5	135000000	142499999	fill_color=(229,229,50)
hs5	142500000	149999999	fill_color=(229,229,50)
hs5	150000000	157499999	fill_color=(229,229,50)
hs5	157500000	164999999	fill_color=(229,229,50)
hs5	165000000	172499999	fill_color=(229,229,50)
hs5	172500000	179999999	fill_color=(229,229,50)
hs5	180000000	187499999	fill_color=(229,229,50)
hsY	0	7499999	fill_color=(150,115,137)
hsY	7500000	14999999	fill_color=(150,115,137)
hsY	15000000	22499999	fill_color=(150,115,137)
hsY	22500000	29999999	fill_color=(150,115,137)
hsY	30000000	37499999	fill_color=(150,115,137)
hsY	37500000	44999999	fill_color=(150,115,137)
hsY	45000000	52499999	fill_color=(150,115,137)
hsY	52500000	59999999	fill_color=(150,115,137)
hs19	0	7499999	fill_color=(92,92,168)
hs19	7500000	14999999	fill_color=(92,92,168)
hs19	15000000	22499999	fill_color=(92,92,168)
hs19	22500000	29999999	fill_color=(92,92,168)
hs19	30000000	37499999	fill_color=(92,92,168)
hs19	37500000	44999999	fill_color=(92,92,168)
hs19	45000000	52499999	fill_color=(92,92,168)
hs19	52500000	59999999	fill_color=(92,92,168)
hs1	0	7499999	fill_color=(163,132,130)
hs1	7500000	14999999	fill_color=(163,132,130)
hs1	15000000	22499999	fill_color=(163,132,130)
hs1	22500000	29999999	fill_color=(163,132,130)
hs1	30000000	37499999	fill_color=(163,132,130)
hs1	37500000	44999999	fill_color=(163,132,130)
hs1	45000000	52499999	fill_color=(163,132,130)
hs1	52500000	59999999	fill_color=(163,132,130)
hs1	60000000	67499999	fill_color=(163,132,130)
hs1	67500000	74999999	fill_color=(163,132,130)
hs1	75000000	82499999	fill_color=(163,132,130)
hs1	82500000	89999999	fill_color=(163,132,130)
hs1	90000000	97499999	fill_color=(163,132,130)
hs1	97500000	104999999	fill_color=(163,132,130)
hs1	105000000	112499999	fill_color=(163,132,130)
hs1	112500000	119999999	fill_color=(163,132,130)
hs1	120000000	127499999	fill_color=(163,132,130)
hs1	127500000	134999999	fill_color=(163,132,130)
hs1	135000000	142499999	fill_color=(163,132,130)
hs1	142500000	149999999	fill_color=(163,132,130)
hs1	150000000	157499999	fill_color=(163,132,130)
hs1	157500000	164999999	fill_color=(163,132,130)
hs1	165000000	172499999	fill_color=(163,132,130)
hs1	172500000	179999999	fill_color=(163,132,130)
hs1	180000000	187499999	fill_color=(163,132,130)
hs1	187500000	194999999	fill_color=(163,132,130)
hs1	195000000	202499999	fill_color=(163,132,130)
hs1	202500000	209999999	fill_color=(163,132,130)
hs1	210000000	217499999	fill_color=(163,132,130)
hs1	217500000	224999999	fill_color=(163,132,130)
hs1	225000000	232499999	fill_color=(163,132,130)
hs1	232500000	239999999	fill_color=(163,132,130)
hs1	240000000	247499999	fill_color=(163,132,130)
hs1	247500000	254999999	fill_color=(163,132,130)
hs2	0	7499999	fill_color=(188,162,118)
hs2	7500000	14999999	fill_color=(188,162,118)
hs2	15000000	22499999	fill_color=(188,162,118)
hs2	22500000	29999999	fill_color=(188,162,118)
hs2	30000000	37499999	fill_color=(188,162,118)
hs2	37500000	44999999	fill_color=(188,162,118)
hs2	45000000	52499999	fill_color=(188,162,118)
hs2	52500000	59999999	fill_color=(188,162,118)
hs2	60000000	67499999	fill_color=(188,162,118)
hs2	67500000	74999999	fill_color=(188,162,118)
hs2	75000000	82499999	fill_color=(188,162,118)
hs2	82500000	89999999	fill_color=(188,162,118)
hs2	90000000	97499999	fill_color=(188,162,118)
hs2	97500000	104999999	fill_color=(188,162,118)
hs2	105000000	112499999	fill_color=(188,162,118)
hs2	112500000	119999999	fill_color=(188,162,118)
hs2	120000000	127499999	fill_color=(188,162,118)
hs2	127500000	134999999	fill_color=(188,162,118)
hs2	135000000	142499999	fill_color=(188,162,118)
hs2	142500000	149999999	fill_color=(188,162,118)
hs2	150000000	157499999	fill_color=(188,162,118)
hs2	157500000	164999999	fill_color=(188,162,118)
hs2	165000000	172499999	fill_color=(188,162,118)
hs2	172500000	179999999	fill_color=(188,162,118)
hs2	180000000	187499999	fill_color=(188,162,118)
hs2	187500000	194999999	fill_color=(188,162,118)
hs2	195000000	202499999	fill_color=(188,162,118)
hs2	202500000	209999999	fill_color=(188,162,118)
hs2	210000000	217499999	fill_color=(188,162,118)
hs2	217500000	224999999	fill_color=(188,162,118)
hs2	225000000	232499999	fill_color=(188,162,118)
hs2	232500000	239999999	fill_color=(188,162,118)
hs2	240000000	247499999	fill_color=(188,162,118)
hs8	0	7499999	fill_color=(177,209,58)
hs8	7500000	14999999	fill_color=(177,209,58)
hs8	15000000	22499999	fill_color=(177,209,58)
hs8	22500000	29999999	fill_color=(177,209,58)
hs8	30000000	37499999	fill_color=(177,209,58)
hs8	37500000	44999999	fill_color=(177,209,58)
hs8	45000000	52499999	fill_color=(177,209,58)
hs8	52500000	59999999	fill_color=(177,209,58)
hs8	60000000	67499999	fill_color=(177,209,58)
hs8	67500000	74999999	fill_color=(177,209,58)
hs8	75000000	82499999	fill_color=(177,209,58)
hs8	82500000	89999999	fill_color=(177,209,58)
hs8	90000000	97499999	fill_color=(177,209,58)
hs8	97500000	104999999	fill_color=(177,209,58)
hs8	105000000	112499999	fill_color=(177,209,58)
hs8	112500000	119999999	fill_color=(177,209,58)
hs8	120000000	127499999	fill_color=(177,209,58)
hs8	127500000	134999999	fill_color=(177,209,58)
hs8	135000000	142499999	fill_color=(177,209,58)
hs8	142500000	149999999	fill_color=(177,209,58)
hs6	0	7499999	fill_color=(212,222,56)
hs6	7500000	14999999	fill_color=(212,222,56)
hs6	15000000	22499999	fill_color=(212,222,56)
hs6	22500000	29999999	fill_color=(212,222,56)
hs6	30000000	37499999	fill_color=(212,222,56)
hs6	37500000	44999999	fill_color=(212,222,56)
hs6	45000000	52499999	fill_color=(212,222,56)
hs6	52500000	59999999	fill_color=(212,222,56)
hs6	60000000	67499999	fill_color=(212,222,56)
hs6	67500000	74999999	fill_color=(212,222,56)
hs6	75000000	82499999	fill_color=(212,222,56)
hs6	82500000	89999999	fill_color=(212,222,56)
hs6	90000000	97499999	fill_color=(212,222,56)
hs6	97500000	104999999	fill_color=(212,222,56)
hs6	105000000	112499999	fill_color=(212,222,56)
hs6	112500000	119999999	fill_color=(212,222,56)
hs6	120000000	127499999	fill_color=(212,222,56)
hs6	127500000	134999999	fill_color=(212,222,56)
hs6	135000000	142499999	fill_color=(212,222,56)
hs6	142500000	149999999	fill_color=(212,222,56)
hs6	150000000	157499999	fill_color=(212,222,56)
hs6	157500000	164999999	fill_color=(212,222,56)
hs6	165000000	172499999	fill_color=(212,222,56)
hs17	0	7499999	fill_color=(75,129,194)
hs17	7500000	14999999	fill_color=(75,129,194)
hs17	15000000	22499999	fill_color=(75,129,194)
hs17	22500000	29999999	fill_color=(75,129,194)
hs17	30000000	37499999	fill_color=(75,129,194)
hs17	37500000	44999999	fill_color=(75,129,194)
hs17	45000000	52499999	fill_color=(75,129,194)
hs17	52500000	59999999	fill_color=(75,129,194)
hs17	60000000	67499999	fill_color=(75,129,194)
hs17	67500000	74999999	fill_color=(75,129,194)
hs17	75000000	82499999	fill_color=(75,129,194)
hs14	0	7499999	fill_color=(91,178,176)
hs14	7500000	14999999	fill_color=(91,178,176)
hs14	15000000	22499999	fill_color=(91,178,176)
hs14	22500000	29999999	fill_color=(91,178,176)
hs14	30000000	37499999	fill_color=(91,178,176)
hs14	37500000	44999999	fill_color=(91,178,176)
hs14	45000000	52499999	fill_color=(91,178,176)
hs14	52500000	59999999	fill_color=(91,178,176)
hs14	60000000	67499999	fill_color=(91,178,176)
hs14	67500000	74999999	fill_color=(91,178,176)
hs14	75000000	82499999	fill_color=(91,178,176)
hs14	82500000	89999999	fill_color=(91,178,176)
hs14	90000000	97499999	fill_color=(91,178,176)
hs14	97500000	104999999	fill_color=(91,178,176)
hs14	105000000	112499999	fill_color=(91,178,176)
hs21	0	7499999	fill_color=(101,45,145)
hs21	7500000	14999999	fill_color=(101,45,145)
hs21	15000000	22499999	fill_color=(101,45,145)
hs21	22500000	29999999	fill_color=(101,45,145)
hs21	30000000	37499999	fill_color=(101,45,145)
hs21	37500000	44999999	fill_color=(101,45,145)
hs21	45000000	52499999	fill_color=(101,45,145)
